handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
limabeans,1712502148.0,1922.0,2108.0,308.0,3323.0,3363.0,214.0,64188875.11576834,2503803.327301819,13981445.451225556,426135.2444796189,0.0024516358635026984,657.6312815938151,477.06542056074767,1922.0,2018.0,2214.0,1869.0,-187.0,1735.0
GloryToMankind,1712502148.0,1544.0,1575.0,12.0,168.0,42.0,42.0,376027.0025034098,376027.0025034098,57634.78040391784,57634.78040391784,0.0023237409773070945,375.04761904761904,375.04761904761904,1517.0,1595.0,1584.0,1509.0,-6.0,1538.0
Kachef,1712502148.0,1489.0,1613.0,92.0,982.0,534.0,246.0,5392742.8025223855,3220022.30546737,1028268.4666396651,639281.5743024417,0.002263904014822803,404.2584269662921,491.4878048780488,1687.0,1342.0,1444.0,1266.0,48.0,1537.0
IsacBieber,1712502148.0,1279.0,1279.0,23.0,468.0,123.0,117.0,1742739.4128999051,1683339.507029281,354544.70391162875,352700.13898949727,0.0022065917115393877,555.959349593496,561.1709401709402,1546.0,1514.0,722.0,1127.0,21.0,1300.0
parth121004,1712502148.0,1312.0,1312.0,26.0,425.0,363.0,211.0,3852979.4521075627,2744401.7890277486,378085.2989151613,355423.7857672069,0.002151657414559676,465.96143250688704,535.8672985781991,1357.0,1282.0,1425.0,1225.0,-34.0,1278.0
pring,1712502148.0,2379.0,2379.0,36.0,839.0,411.0,253.0,4026561.4481610474,2906765.598325584,707084.9848575033,575027.9671262902,0.0023237409773070945,398.37226277372264,444.7154150197629,2526.0,2441.0,2218.0,2630.0,-199.0,2180.0
vector.dream_of_NOI,1712502148.0,1438.0,1438.0,17.0,674.0,59.0,4.0,479809.55649274617,38498.46265759105,53219.477945576684,7174.8761661787585,0.005044076033603201,360.3050847457627,412.0,1444.0,1757.0,1410.0,1539.0,152.0,1590.0
mahmoud13,1712502148.0,1400.0,1400.0,98.0,1950.0,534.0,264.0,4866690.637496002,2995318.07101888,529778.511737379,394666.68651604664,0.0023237409773070945,408.2397003745318,477.27272727272725,1694.0,1308.0,1300.0,1306.0,153.0,1553.0
QuantumCoder_DG,1712502148.0,1332.0,1421.0,42.0,446.0,632.0,375.0,6660931.203527276,4854336.760469194,735335.2539477522,677246.4169806909,0.002151657414559676,459.93037974683546,530.9333333333333,1365.0,1105.0,1420.0,1273.0,-49.0,1283.0
NotIsora,1712502148.0,1289.0,1289.0,12.0,242.0,39.0,39.0,428027.77132212516,428027.77132212516,55238.667178804084,55238.667178804084,0.0029154518950437317,472.53846153846155,472.53846153846155,1694.0,818.0,1536.0,1215.0,-15.0,1274.0
oumamana,1712502148.0,1477.0,1477.0,10.0,452.0,42.0,27.0,362330.49234014517,304458.08891957445,58444.683622094155,58065.542487422645,0.0038091161436245385,370.6190476190476,452.6296296296296,1792.0,1681.0,1434.0,1499.0,-228.0,1249.0
Aliyyiakbar,1712502148.0,1270.0,1384.0,37.0,425.0,467.0,433.0,5644489.541792582,5359568.801966193,834194.3603550004,814876.5831559813,0.009309680944792325,499.8072805139186,507.59815242494227,1264.0,1236.0,1197.0,1100.0,148.0,1418.0
harshith_04,1712502148.0,1745.0,1745.0,45.0,579.0,168.0,103.0,2232386.3083915915,1689382.071103481,441160.3235469443,366103.1278344594,0.0023237409773070945,504.4047619047619,590.9223300970874,1808.0,1700.0,1798.0,1698.0,79.0,1824.0
sjm150,1712502148.0,1717.0,1754.0,25.0,273.0,72.0,66.0,1015303.5773296126,919481.7523213814,237621.98777645614,207499.98357426637,0.0023237409773070945,534.3888888888889,531.4848484848485,1972.0,1587.0,1326.0,1898.0,141.0,1858.0
w1ss,1712502148.0,1212.0,1249.0,27.0,211.0,129.0,129.0,1941848.985927172,1941848.985927172,319891.8498558462,319891.8498558462,0.01706774839878593,581.7984496124031,581.7984496124031,1260.0,1184.0,1053.0,1303.0,-19.0,1193.0
S_A_425,1712502148.0,1221.0,1266.0,43.0,584.0,340.0,92.0,4290072.099139224,1535670.8354823915,554575.5189427423,315367.4857667503,0.0025917087537488497,524.8823529411765,633.3478260869565,1086.0,1320.0,1269.0,1373.0,53.0,1274.0
gs20036,1712502148.0,1881.0,2117.0,55.0,1465.0,129.0,38.0,1161691.1241363545,460451.2604383931,243368.86274843244,115994.47393773668,0.0025917087537488497,366.28682170542635,461.10526315789474,1641.0,1715.0,1821.0,2417.0,66.0,1947.0
040328,1712502148.0,1375.0,1403.0,28.0,388.0,186.0,181.0,3393557.8919687346,3371714.850323477,623183.0850439637,623183.0850439637,0.03442651863295482,641.1290322580645,651.5193370165746,1291.0,1622.0,1420.0,1051.0,52.0,1427.0
surenjamts,1712502148.0,1210.0,1463.0,55.0,2039.0,920.0,15.0,17170842.982359864,243094.89585637872,3741642.0574575593,29353.79270619145,0.00282842712474619,681.6304347826087,603.3333333333334,1231.0,1548.0,704.0,1165.0,63.0,1273.0
Morii29,1712502148.0,1202.0,1271.0,10.0,377.0,83.0,82.0,1042534.2366068178,1034594.1615442004,106795.31500789548,106795.31500789548,0.002151657414559676,522.0963855421687,523.609756097561,1145.0,1071.0,1505.0,1265.0,-89.0,1113.0
LittleLiya,1712502148.0,1250.0,1411.0,16.0,1120.0,39.0,38.0,525879.2348112804,470664.8797937672,72911.28311271733,72911.28311271733,0.0038091161436245385,537.1794871794872,513.1578947368421,1235.0,1309.0,805.0,1291.0,-84.0,1166.0
ArgintLaAnu,1712502148.0,2008.0,2085.0,40.0,370.0,123.0,65.0,1248346.177109845,654610.2590023093,168532.1311063515,93137.65746099423,0.0025917087537488497,431.8373983739837,427.38461538461536,1777.0,2373.0,1983.0,1988.0,-141.0,1867.0
sifat_2017331054,1712502148.0,1262.0,1415.0,127.0,2094.0,470.0,119.0,5983632.856854522,1858983.9859122299,926145.5111973953,372593.5727738458,0.002263904014822803,522.468085106383,597.6638655462185,1139.0,1369.0,879.0,1562.0,92.0,1354.0
Kapibara,1712502148.0,1548.0,1607.0,76.0,2321.0,610.0,37.0,8093715.445434104,538137.6475219198,1696840.6024140306,114939.27440478526,0.0024516358635026984,487.08196721311475,511.4594594594595,1461.0,1628.0,1419.0,1742.0,-48.0,1500.0
CepryH9,1712502148.0,2108.0,2277.0,178.0,3245.0,569.0,82.0,8754797.720995435,1465774.8981474396,1979605.64568838,377144.7738621442,0.0025200511757028582,569.5043936731107,629.8048780487804,2015.0,2247.0,2334.0,1930.0,-99.0,2009.0
anshul_169,1712502148.0,1551.0,1551.0,34.0,324.0,179.0,179.0,1128770.7469955804,1128770.7469955804,96685.43513160938,96685.43513160938,0.0024516358635026984,291.4581005586592,291.4581005586592,1659.0,1590.0,1751.0,1586.0,9.0,1560.0
sangam2ishra,1712502148.0,1202.0,1251.0,23.0,452.0,323.0,319.0,7840720.859775963,7805787.309613109,2323835.1709450674,2323835.1709450674,0.0022065917115393877,816.2662538699691,821.1974921630094,1187.0,1075.0,1485.0,1164.0,228.0,1430.0
helloforces,1712502148.0,1320.0,1327.0,24.0,190.0,154.0,154.0,2248863.441237047,2248863.441237047,403338.1872710946,403338.1872710946,0.0022065917115393877,574.1558441558442,574.1558441558442,1374.0,1257.0,1287.0,1351.0,115.0,1435.0
mt666,1712502148.0,1247.0,1260.0,14.0,197.0,205.0,205.0,3716944.916180611,3716944.916180611,843583.7838351614,843583.7838351614,0.002745647223584333,657.390243902439,657.390243902439,1208.0,1269.0,1383.0,1140.0,282.0,1529.0
StressLimitExceeded,1712502148.0,1538.0,1539.0,13.0,148.0,115.0,115.0,1345014.7840651998,1345014.7840651998,247282.90369767105,247282.90369767105,0.0022065917115393877,449.82608695652175,449.82608695652175,1601.0,1517.0,1652.0,1355.0,36.0,1574.0
Algorithmer,1712502148.0,1338.0,1338.0,105.0,715.0,674.0,300.0,9904445.73143915,6609288.497907656,2149206.3814200903,1730485.4075109456,0.008790773676468773,555.9169139465876,749.6666666666666,1392.0,1365.0,1443.0,1154.0,26.0,1364.0
kir_b,1712502148.0,1273.0,1292.0,21.0,705.0,78.0,9.0,840676.4752959795,191116.68821444188,79136.56326038133,25792.77175587515,0.00282842712474619,464.1794871794872,715.8888888888889,1243.0,1256.0,1313.0,1486.0,195.0,1468.0
sjoonmin07,1712502148.0,1931.0,1931.0,46.0,1167.0,56.0,31.0,339545.8149910372,258729.7157501278,28578.48153008802,28578.48153008802,0.0025917087537488497,297.57142857142856,378.6774193548387,2063.0,1899.0,1967.0,1840.0,-25.0,1906.0
ark_knight,1712502148.0,1279.0,1279.0,20.0,832.0,164.0,70.0,3119094.104260853,1760356.1095960794,701416.7843895291,393646.24348218756,0.0025917087537488497,672.829268292683,825.2857142857143,1417.0,1212.0,1795.0,1157.0,152.0,1431.0
slabi,1712502148.0,1349.0,1349.0,10.0,276.0,28.0,28.0,336772.3094863843,336772.3094863843,68823.49473172874,68823.49473172874,0.0022065917115393877,486.7142857142857,486.7142857142857,1472.0,1458.0,1453.0,1130.0,141.0,1490.0
czkkkkk,1712502148.0,1301.0,1331.0,18.0,181.0,103.0,103.0,1861457.7459516674,1861457.7459516674,392470.35030980775,392470.35030980775,0.0023237409773070945,638.8058252427185,638.8058252427185,1358.0,1216.0,1385.0,1115.0,98.0,1399.0
HruthikKK_071,1712502148.0,1310.0,1310.0,21.0,301.0,278.0,274.0,3808159.6468541254,3782497.468341392,678951.7122795468,678951.7122795468,0.0022065917115393877,546.8345323741007,549.8540145985402,1619.0,1045.0,1543.0,1023.0,32.0,1342.0
beyondpluto,1712502148.0,1807.0,1944.0,147.0,1032.0,562.0,184.0,12068380.282652536,3995239.7611059565,2863166.001788464,1177978.3383339325,0.0038091161436245385,711.5053380782919,731.0434782608696,1882.0,1809.0,1782.0,1872.0,107.0,1914.0
yashraj190402,1712502148.0,1358.0,1358.0,34.0,467.0,244.0,193.0,3108424.4043344003,2193581.2196942563,376477.4585933699,279670.4758738629,0.002386261088503789,502.655737704918,481.89637305699483,1784.0,1303.0,1226.0,1372.0,45.0,1403.0
O_shinChan,1712502148.0,1247.0,1308.0,68.0,768.0,525.0,193.0,9624193.678988215,4143346.178144861,2253562.385884302,1160491.804727347,0.0023237409773070945,670.1428571428571,745.2279792746114,1319.0,1259.0,1094.0,1193.0,124.0,1371.0
jatinxkirito,1712502148.0,1436.0,1588.0,23.0,751.0,1066.0,324.0,23252390.156793553,8988212.24485752,6267872.594158543,2891587.155000751,0.040280650026977394,734.4502814258911,875.4197530864197,1358.0,1159.0,1488.0,1801.0,71.0,1507.0
Ranco,1712502148.0,1296.0,1426.0,171.0,1112.0,993.0,193.0,14201656.465426415,3545286.9978765803,2743128.5424197777,774213.1169120573,0.0024516358635026984,552.6404833836858,658.9222797927462,1398.0,1217.0,1367.0,1178.0,146.0,1442.0
Mixnight,1712502148.0,1357.0,1447.0,39.0,1129.0,124.0,41.0,1277060.7254279018,570366.3405002747,218203.40476023772,128215.93797023082,0.0033126932999996885,438.16129032258067,538.1219512195122,1354.0,1193.0,1476.0,1359.0,81.0,1438.0
istiaque007,1712502148.0,1418.0,1418.0,62.0,687.0,923.0,442.0,13073979.103611525,8582002.67619856,2392582.851228945,2100653.6423780792,0.059112789301006545,555.5644637053088,699.1945701357466,1574.0,1585.0,1449.0,1352.0,-14.0,1404.0
KonoDioDa_Wrryyyy,1712502148.0,1678.0,1684.0,35.0,554.0,88.0,36.0,775600.107849766,334731.7065880278,101821.92533342466,46679.47829089254,0.002745647223584333,382.22727272727275,402.55555555555554,2161.0,1316.0,1545.0,1696.0,-6.0,1672.0
KnonSuba,1712502148.0,1470.0,1558.0,13.0,511.0,71.0,37.0,862316.1259060903,434915.24244098,205031.25304490796,99294.25529073593,0.0038091161436245385,470.84507042253523,459.72972972972974,1374.0,1613.0,1186.0,1951.0,88.0,1558.0
mosiur_zaman,1712502148.0,1391.0,1406.0,201.0,1887.0,1491.0,39.0,19470771.063961327,401813.9962696434,3240174.7836997407,55436.76856003795,0.0023237409773070945,513.8960429242119,442.3333333333333,1532.0,1377.0,1567.0,1081.0,-122.0,1269.0
T_Himanshu_sharma,1712502148.0,1292.0,1292.0,12.0,579.0,109.0,83.0,1646654.0043115783,1376813.461862196,324383.6463604343,288364.06283794664,0.0025200511757028582,577.7247706422019,616.433734939759,1340.0,1252.0,1713.0,1240.0,31.0,1323.0
raztun,1712502148.0,2114.0,2114.0,84.0,1322.0,127.0,25.0,1356461.0111307178,408848.639240258,183687.44159426363,68657.1924854357,0.005265698399287191,439.54330708661416,582.0,2225.0,2128.0,2030.0,2172.0,-102.0,2012.0
keep1earning,1712502148.0,1686.0,1779.0,47.0,858.0,166.0,104.0,2034285.1415493954,1289036.9716740379,356560.0709380419,235764.9922851164,0.002386261088503789,467.6144578313253,479.38461538461536,1686.0,1680.0,1595.0,1638.0,-103.0,1583.0
A_G,1712502148.0,3094.0,3279.0,60.0,958.0,792.0,91.0,9519285.131040856,1299057.7148602644,2373943.9872255987,378405.51108562713,0.002151657414559676,457.26262626262627,514.7912087912088,3241.0,3102.0,3224.0,3290.0,-80.0,3014.0
Programe_aya,1712502148.0,1325.0,1325.0,16.0,190.0,105.0,105.0,1378319.718411778,1378319.718411778,249400.73250433448,249400.73250433448,0.002386261088503789,522.6190476190476,522.6190476190476,1349.0,1323.0,1324.0,1390.0,137.0,1462.0
Nathan.Li,1712502148.0,1559.0,1652.0,41.0,1122.0,223.0,134.0,2685986.5660075103,1585693.5127386525,526554.3596720014,378357.2571398301,0.0022065917115393877,435.6188340807175,438.76119402985074,1751.0,1546.0,1619.0,1254.0,76.0,1635.0
Saad_Karim,1712502148.0,1475.0,1475.0,64.0,715.0,677.0,162.0,6733424.202788154,2294466.7866857653,1103398.4478341793,528417.5077629583,0.002386261088503789,415.98966026587885,536.1111111111111,1910.0,1363.0,1463.0,1109.0,-72.0,1403.0
Viv_765,1712502148.0,1296.0,1307.0,70.0,968.0,567.0,39.0,6739146.02953882,414379.6604370124,901384.0619969217,49491.91405103042,0.0024516358635026984,499.94356261022926,462.97435897435895,1419.0,1186.0,1278.0,1278.0,-107.0,1189.0
RohiRat3010,1712502148.0,1393.0,1460.0,12.0,256.0,189.0,189.0,2675472.7506731665,2675472.7506731665,428873.8119763749,428873.8119763749,0.0023237409773070945,542.978835978836,542.978835978836,1393.0,1591.0,1216.0,1451.0,90.0,1483.0
AS23,1712502148.0,1666.0,1684.0,99.0,1349.0,320.0,223.0,4712316.1681828005,4040166.9265175303,1083660.194615253,1015723.3724899543,0.005421836937532231,543.375,639.829596412556,1645.0,1700.0,1823.0,1392.0,58.0,1724.0
theSoulExplorer,1712502148.0,1335.0,1447.0,30.0,1132.0,221.0,96.0,2546587.8993062773,1198171.9098166532,350112.903924124,189849.89331884412,0.002151657414559676,482.19457013574663,511.875,1275.0,1127.0,1383.0,1636.0,22.0,1357.0
x_amruth_x,1712502148.0,1279.0,1317.0,34.0,499.0,80.0,59.0,792006.0488362034,611373.4239363663,69118.71937773937,56414.47839278825,0.002745647223584333,446.0,459.9830508474576,1810.0,661.0,1237.0,1097.0,-25.0,1254.0
Esomer,1712502148.0,2137.0,2197.0,85.0,834.0,668.0,71.0,8401716.535989678,1200323.6430689609,1542687.2957258685,307441.69056203315,0.010645882752975573,498.3293413173653,603.8450704225352,2125.0,2477.0,2017.0,1730.0,31.0,2168.0
gcx12012,1712502148.0,1908.0,1908.0,28.0,841.0,187.0,36.0,4629805.351484272,1039382.1114252612,988003.6513200551,267580.2128421074,0.0025917087537488497,766.3315508021391,875.3333333333334,2214.0,2055.0,1717.0,2082.0,11.0,1919.0
debnathdipayan042,1712502148.0,1209.0,1209.0,23.0,502.0,112.0,104.0,1951931.2510080019,1875563.9242739077,423771.2831411602,418549.1283177181,0.0022065917115393877,636.5357142857143,651.5769230769231,1512.0,949.0,1203.0,1081.0,58.0,1267.0
Tlatoani,1712502148.0,2442.0,2892.0,108.0,2395.0,785.0,43.0,12038405.312872227,886829.835390565,2320082.9422207815,146779.65921601208,0.002745647223584333,553.031847133758,671.953488372093,2541.0,2286.0,2234.0,2519.0,332.0,2774.0
AloneMusk,1712502148.0,1640.0,1698.0,144.0,847.0,518.0,111.0,3804790.6236000247,1539065.8975558595,493426.3556122098,331650.1382886538,0.0023237409773070945,333.35907335907336,532.072072072072,1814.0,1717.0,1447.0,1576.0,-51.0,1589.0
Rhyme3,1712502148.0,1569.0,1716.0,45.0,501.0,352.0,286.0,4893226.911099855,4257590.104613651,880114.6360648882,765340.5531382145,0.009309680944792325,483.27272727272725,511.0699300699301,1689.0,1616.0,1323.0,1442.0,-37.0,1532.0
Rocky_921,1712502148.0,1526.0,1587.0,42.0,520.0,372.0,201.0,3164917.5747603453,2336495.949938408,519837.4684603501,459812.1163023223,0.0038091161436245385,356.5268817204301,454.5970149253731,1643.0,1328.0,1513.0,1474.0,60.0,1586.0
abrar_rafi,1712502148.0,1202.0,1220.0,41.0,1367.0,232.0,60.0,3443653.417641833,949107.2923696231,617291.3612196185,165334.18846905368,0.0023237409773070945,581.1896551724138,604.6666666666666,1298.0,1236.0,1127.0,1122.0,3.0,1205.0
gucci0512,1712502148.0,1987.0,1987.0,60.0,763.0,269.0,115.0,2786717.0145102986,1427949.6972397873,530436.3919516695,287595.30234804703,0.0024516358635026984,417.08921933085503,484.30434782608694,2314.0,1782.0,2072.0,1661.0,-176.0,1811.0
nonam33,1712502148.0,1344.0,1351.0,25.0,213.0,96.0,96.0,1148855.3755663873,1148855.3755663873,172719.99700124824,172719.99700124824,0.0023237409773070945,487.25,487.25,1356.0,1442.0,1201.0,1509.0,0.0,1344.0
ethicalADI,1712502148.0,1206.0,1206.0,82.0,840.0,567.0,102.0,8177468.643286257,1763889.4051010215,1302884.471560668,387530.63001744426,0.0025200511757028582,575.305114638448,646.9411764705883,1344.0,1505.0,1195.0,1109.0,-92.0,1114.0
coldwind9029,1712502148.0,1887.0,1887.0,87.0,663.0,424.0,229.0,5965788.264013689,3551883.3877531216,1175975.7194741252,789631.7271163044,0.002151657414559676,530.688679245283,568.0218340611353,2130.0,1935.0,1811.0,1756.0,-47.0,1840.0
MrChronoJester,1712502148.0,1606.0,1648.0,121.0,629.0,956.0,330.0,15007928.4469684,6732886.841745929,3125601.9815477133,1878068.4859289012,0.01839641212192808,593.2677824267782,712.4848484848485,1669.0,1795.0,1398.0,1815.0,-24.0,1582.0
khepri,1712502148.0,1897.0,2067.0,63.0,579.0,173.0,111.0,1912407.8732298252,1266202.578031367,350373.9979092733,223953.08014796476,0.016255589198145997,441.728323699422,454.35135135135135,1672.0,2251.0,1315.0,2154.0,228.0,2125.0
p__seervi5678,1712502148.0,1448.0,1576.0,14.0,166.0,237.0,237.0,4543403.1070133,4543403.1070133,1153742.1025291954,1153742.1025291954,0.002263904014822803,663.3924050632911,663.3924050632911,1817.0,935.0,1212.0,1416.0,-96.0,1352.0
RitwikRanjanPathak,1712502148.0,1383.0,1408.0,80.0,719.0,392.0,160.0,4595887.530640716,2526471.855348273,773394.3249611648,547868.9246406109,0.0022065917115393877,481.2857142857143,595.125,1392.0,1449.0,1270.0,1320.0,-35.0,1348.0
antunkra,1712502148.0,1295.0,1418.0,22.0,1658.0,108.0,44.0,2453254.087187988,1392949.655522519,386884.8103284645,175603.17467074795,0.003103510457402012,741.1111111111111,936.8181818181819,956.0,1396.0,1844.0,1304.0,211.0,1506.0
Mak_05,1712502148.0,1366.0,1471.0,34.0,492.0,130.0,122.0,1423730.5187342763,1380872.1642454646,233357.73223504398,233065.8692534927,0.013662172973388823,456.3076923076923,466.78688524590166,1219.0,1289.0,1442.0,1615.0,113.0,1479.0
ErrorMaker,1712502148.0,1576.0,1583.0,152.0,1499.0,1240.0,210.0,9877651.088070992,2361531.9307515533,1520780.6541516422,463171.0828339814,0.0024516358635026984,333.35483870967744,437.3333333333333,1573.0,1562.0,1579.0,1745.0,-35.0,1541.0
DuongForeverAlone,1712502148.0,1627.0,1728.0,62.0,564.0,431.0,290.0,8238032.038725924,6014183.460690221,1975566.8432763095,1453464.5592755745,0.0022065917115393877,656.9907192575406,695.7586206896551,1624.0,1718.0,1322.0,1882.0,90.0,1717.0
Vadim1111,1712502148.0,1787.0,1787.0,62.0,865.0,238.0,152.0,3105797.995115521,2308613.2009094944,627435.3085551751,481131.3772336617,0.005421836937532231,489.890756302521,554.4473684210526,1874.0,1731.0,2040.0,1874.0,-222.0,1565.0
Bruteforceman,1712502148.0,2046.0,2433.0,120.0,2894.0,965.0,4.0,22546214.030166887,34822.54597082994,4832608.325044508,4289.492277647787,0.0025917087537488497,758.8704663212435,379.0,1851.0,2114.0,1813.0,2689.0,-58.0,1988.0
Srinish,1712502148.0,1415.0,1479.0,79.0,922.0,257.0,101.0,2243767.496458232,1133932.9879865095,262722.74683968595,163329.12686768893,0.0024516358635026984,390.05836575875486,464.2079207920792,1409.0,1243.0,1463.0,1572.0,-45.0,1370.0
xzqyn,1712502148.0,1508.0,1696.0,85.0,483.0,452.0,298.0,5651033.389565512,4378771.529957684,1279592.7131062283,1048200.9930334103,0.00282842712474619,471.42477876106193,533.6107382550335,1412.0,1297.0,1513.0,1540.0,113.0,1621.0
yottabot,1712502148.0,1563.0,1924.0,70.0,588.0,798.0,286.0,10060565.549227422,3539050.3545046207,2525819.8187708426,858879.7736974305,0.0023237409773070945,461.0601503759398,457.6293706293706,1632.0,1282.0,1377.0,1631.0,68.0,1631.0
Ishita_Umredkar,1712502148.0,1235.0,1268.0,30.0,487.0,83.0,60.0,1079336.1004255565,882948.0899698661,150281.300705268,145368.19209673314,0.0023237409773070945,536.0843373493976,583.3333333333334,1202.0,1180.0,1283.0,1473.0,87.0,1322.0
Holpens,1712502148.0,1805.0,1830.0,27.0,1657.0,81.0,30.0,1189610.4244389567,541830.67356763,299468.7093884335,146814.6729091453,0.0023237409773070945,548.0864197530864,648.3333333333334,1997.0,1603.0,1766.0,1701.0,130.0,1935.0
bug_limit_exceeded,1712502148.0,1433.0,1673.0,46.0,1672.0,223.0,20.0,3105573.8074019137,249038.41436301655,628093.8598933219,56866.3317373238,0.0024516358635026984,537.8520179372198,487.0,1166.0,1384.0,1283.0,1633.0,-101.0,1332.0
Jimanbanashi,1712502148.0,2209.0,2528.0,365.0,4539.0,1702.0,27.0,26135933.576034203,405358.642013722,5947666.395914227,88413.0043851253,0.002745647223584333,567.2632197414806,572.4814814814815,2497.0,2311.0,1885.0,2068.0,0.0,2209.0
ayub_shaikh,1712502148.0,1280.0,1280.0,13.0,847.0,156.0,137.0,1715561.7141618282,1585186.1266164875,193328.13890361635,191681.5940837359,0.009309680944792325,475.7692307692308,492.26277372262774,1505.0,1139.0,1419.0,1154.0,-65.0,1215.0
ithos1902,1712502148.0,1323.0,1416.0,14.0,167.0,33.0,33.0,426020.64370395505,426020.64370395505,57345.665234783,57345.665234783,0.0024516358635026984,513.3636363636364,513.3636363636364,1389.0,1049.0,1532.0,1384.0,128.0,1451.0
DragonO_o,1712502148.0,1682.0,1844.0,162.0,1950.0,617.0,50.0,11377709.10740125,779556.5748078054,1855823.211183503,165932.64113318265,0.0022065917115393877,607.7893030794165,562.0,2210.0,1449.0,1030.0,1621.0,-42.0,1640.0
wangchaohui,1712502148.0,1882.0,2133.0,21.0,5095.0,90.0,36.0,1314722.3226451064,566506.0310549175,267464.53387381,109987.77856140235,0.0025917087537488497,542.4444444444445,559.6666666666666,1966.0,1806.0,1855.0,1392.0,-56.0,1826.0
Irmuun.Ch,1712502148.0,2323.0,2363.0,258.0,1768.0,634.0,164.0,4641426.0268104365,1872344.2477861114,571788.9524452077,309495.6052777224,0.0023237409773070945,335.0441640378549,470.2926829268293,2203.0,2372.0,2447.0,2502.0,-30.0,2293.0
Teja-Smart,1712502148.0,2184.0,2248.0,147.0,1229.0,1152.0,154.0,21103712.453882474,4914710.621072242,4325456.232650574,564143.8871644232,0.0023237409773070945,629.9756944444445,934.1818181818181,2364.0,2319.0,1741.0,2210.0,-44.0,2140.0
Ask-2005,1712502148.0,1484.0,1484.0,49.0,605.0,263.0,86.0,3225967.2860754384,1419169.9106088346,629283.7267516131,317942.0352383524,0.0024516358635026984,460.86692015209127,577.6279069767442,1697.0,1209.0,1475.0,1777.0,-118.0,1366.0
as_luffy,1712502148.0,1232.0,1270.0,22.0,577.0,144.0,49.0,1973903.2968749928,946720.5762553517,351831.1560242061,246891.94582595414,0.059112789301006545,549.25,694.530612244898,1592.0,1073.0,945.0,1161.0,33.0,1265.0
ANON7MOUS,1712502148.0,1204.0,1251.0,114.0,934.0,1182.0,302.0,22487483.099341273,7526206.225736544,5449812.506286001,2453284.2751403605,0.06577046729429446,687.1167512690355,818.8476821192053,1306.0,1365.0,1108.0,663.0,115.0,1319.0
kaustubh187,1712502148.0,1204.0,1352.0,44.0,1110.0,380.0,249.0,6766449.931038556,4579675.3238040935,1431034.9265279588,1042830.8996636117,0.02345892598029808,662.8421052631579,675.1164658634539,1357.0,1258.0,1022.0,1222.0,23.0,1227.0
ayush_nishad,1712502148.0,1269.0,1683.0,125.0,2146.0,1059.0,33.0,23784549.893593833,389214.29827785946,4933911.648036111,47471.20388719063,0.0029154518950437317,752.4353163361662,500.6969696969697,1152.0,1209.0,1347.0,1387.0,50.0,1319.0
aishwarykesarwani,1712502148.0,1312.0,1386.0,46.0,510.0,570.0,308.0,8243204.532661281,5343847.686341225,1550609.5996760095,1206880.071442137,0.009309680944792325,564.4912280701755,639.6233766233767,1396.0,1095.0,1305.0,1286.0,77.0,1389.0
bb_16,1712502148.0,1606.0,1606.0,55.0,981.0,437.0,173.0,6659549.872166762,2767588.849284987,1288825.6065339085,547230.384896864,0.013662172973388823,583.9313501144164,603.2485549132948,1975.0,1729.0,1509.0,1386.0,-12.0,1594.0
robostac,1712502148.0,1919.0,2081.0,117.0,2840.0,623.0,166.0,10986762.290845167,2854613.577989245,2313065.296282358,647640.7432371675,0.0023237409773070945,611.4975922953452,599.0722891566265,1811.0,1937.0,2147.0,1944.0,156.0,2075.0
scsofts,1712502148.0,1358.0,1358.0,39.0,558.0,213.0,83.0,2563657.7275864757,1016378.3657153157,317596.4868376756,116319.75555409878,0.002745647223584333,474.3943661971831,490.1927710843373,1496.0,1543.0,1016.0,1317.0,32.0,1390.0
abhidot,1712502148.0,2153.0,2268.0,166.0,1504.0,851.0,26.0,12470871.735224996,365869.43459482305,2874731.2078123745,70677.39693809368,0.002666827866467448,547.9400705052878,543.1538461538462,2498.0,2074.0,1927.0,1927.0,-69.0,2084.0
sarthakvyas2006,1712502148.0,1301.0,1301.0,11.0,253.0,495.0,495.0,3727338.764857431,3727338.764857431,94169.32334214379,94169.32334214379,0.6684702502143245,375.7676767676768,375.7676767676768,1325.0,1281.0,1486.0,1225.0,-122.0,1179.0
-VIBE,1712502148.0,1718.0,1718.0,79.0,847.0,801.0,285.0,11738744.007889654,6176598.517966024,2597006.056557114,1716109.2133813843,0.0023237409773070945,554.9088639200999,747.6140350877193,2144.0,1498.0,1467.0,1647.0,-111.0,1607.0
Kishan_143,1712502148.0,1347.0,1810.0,85.0,2082.0,536.0,46.0,13800654.524331326,569688.2745068419,2782616.713768868,77833.79724458128,0.003952847075210474,819.7910447761194,503.0,1416.0,1279.0,1249.0,1288.0,-15.0,1332.0
Jonny_lesson5,1712502148.0,1441.0,1441.0,38.0,499.0,116.0,70.0,894873.9920226324,619919.7205240448,86631.13068671795,70659.24396971441,0.0022065917115393877,359.0,394.7142857142857,1444.0,1581.0,1543.0,1304.0,-30.0,1411.0
